City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
249,jardim,-21.4803,-56.1381,25.19,76,33,2.97,BR,1674385281
250,harrisonville,38.6533,-94.3488,0.88,93,100,1.54,US,1674385281
251,soto la marina,23.7667,-98.2167,20.2,92,100,3.82,MX,1674385285
252,lanxi,29.2195,119.477,9.39,93,100,0.98,CN,1674385286
253,vila velha,-20.3297,-40.2925,23.86,99,100,0.89,BR,1674385264
254,la romana,18.4273,-68.9728,20.95,89,2,3.53,DO,1674385287
255,tortoli,39.9256,9.6572,9.12,59,91,3.53,IT,1674385020
256,pevek,69.7008,170.3133,-39.77,100,59,1.53,RU,1674385287
257,upernavik,72.7868,-56.1549,-32.71,67,25,3.08,GL,1674385202
258,mana,5.6592,-53.7767,24.16,91,44,5.68,GF,1674385290
259,ouadda,8.0777,22.4007,36.84,10,84,2.19,CF,1674385290
260,faanui,-16.4833,-151.75,26.7,71,94,2.78,PF,1674385290
261,larsnes,62.2028,5.5773,5.9,54,4,5.4,NO,1674385290
262,bengkulu,-3.8004,102.2655,25.32,87,99,1.94,ID,1674385292
263,nanortalik,60.1432,-45.2371,-8.22,61,6,4.6,GL,1674385293
264,galle,6.0367,80.217,25.72,82,98,2.85,LK,1674385293
265,amapa,1.0,-52.0,22.39,98,85,0.71,BR,1674385293
266,kharp,66.8014,65.8081,-10.96,89,95,4.02,RU,1674385294
267,luderitz,-26.6481,15.1594,26.14,50,2,11.33,NA,1674385294
268,la cruz,23.9167,-106.9,13.89,56,0,2.82,MX,1674385295
269,port blair,11.6667,92.75,26.59,70,100,5.81,IN,1674385295
270,hasaki,35.7333,140.8333,5.22,78,100,2.34,JP,1674385295
271,lebu,-37.6167,-73.65,14.02,89,0,4.41,CL,1674385296
272,carnarvon,-24.8667,113.6333,24.2,77,3,9.27,AU,1674385297
273,soyo,-6.1349,12.3689,28.35,72,98,2.37,AO,1674385297
274,bombay,19.0144,72.8479,25.99,38,2,5.14,IN,1674385003
275,hailar,49.2,119.7,-40.73,100,22,1.82,CN,1674384998
276,saskylakh,71.9167,114.0833,-37.49,90,90,1.32,RU,1674385038
277,dmanisi,41.5251,44.3472,-1.52,79,99,2.08,GE,1674385298
278,kiama,-34.6833,150.8667,19.1,91,100,0.45,AU,1674385298
279,warmbad,-28.45,18.7333,32.69,14,11,3.28,NA,1674385298
280,saint-augustin,51.226,-58.6502,-12.56,88,100,2.37,CA,1674385299
281,gatesville,31.4352,-97.7439,5.38,66,0,5.59,US,1674385299
282,lucea,18.451,-78.1736,21.03,79,10,3.2,JM,1674385299
283,lata,40.1629,-8.3327,11.15,55,16,2.76,PT,1674385300
284,kuah,6.3265,99.8432,27.53,76,90,8.85,MY,1674385300
285,salalah,17.0151,54.0924,24.2,56,5,4.29,OM,1674384908
286,whitehorse,60.7161,-135.0538,-9.43,98,27,1.85,CA,1674385301
287,boras,57.721,12.9401,-3.83,78,45,1.22,SE,1674385124
288,taitung,22.7583,121.1444,22.15,94,75,1.03,TW,1674385302
289,henties bay,-22.116,14.2845,20.62,76,96,4.41,NA,1674385303
290,mahebourg,-20.4081,57.7,27.92,76,93,4.72,MU,1674385303
291,sorland,67.667,12.6934,5.92,71,100,16.33,NO,1674385303
292,saint george,37.1041,-113.5841,-1.14,68,0,2.06,US,1674385303
293,gamba,-2.65,10.0,28.96,67,96,2.8,GA,1674385304
294,ohringen,49.2017,9.5039,2.14,77,99,3.32,DE,1674385201
295,taian,36.1853,117.12,4.0,59,99,1.82,CN,1674385305
296,kontagora,10.3999,5.4695,35.16,11,75,1.76,NG,1674385305
297,palmas,-10.2128,-48.3603,22.93,93,100,0.98,BR,1674385306
298,pingdingshan,33.7385,113.3012,5.95,35,41,2.36,CN,1674385244
299,egvekinot,66.3167,-179.1667,-30.17,80,7,4.37,RU,1674385307
300,taltal,-25.4,-70.4833,18.57,82,10,0.62,CL,1674385307
301,thinadhoo,0.5333,72.9333,27.18,77,15,6.83,MV,1674385308
302,asfi,32.2994,-9.2372,16.91,66,3,4.04,MA,1674385309
303,lagos,6.5833,3.75,33.63,48,88,2.69,NG,1674385292
304,yulara,-25.2406,130.9889,33.22,17,30,3.03,AU,1674385310
305,yalutorovsk,56.6536,66.3006,-5.62,83,100,5.13,RU,1674385311
306,chuy,-33.6971,-53.4616,22.06,78,4,3.6,UY,1674385271
307,murupara,-38.4667,176.7,16.48,100,39,1.08,NZ,1674385312
308,alofi,-19.0595,-169.9187,26.94,79,20,6.48,NU,1674385313
309,anadyr,64.75,177.4833,-19.72,45,20,4.0,RU,1674385138
310,sainte-thecle,46.8168,-72.4991,-9.95,98,100,0.53,CA,1674385313
311,richards bay,-28.783,32.0377,36.61,32,0,6.06,ZA,1674385313
312,trinidad,-14.8333,-64.9,22.86,87,68,2.05,BO,1674385313
313,alta,69.9689,23.2717,3.59,70,0,2.06,NO,1674384902
314,waingapu,-9.6567,120.2641,26.83,74,55,0.81,ID,1674385314
315,puerto leguizamo,-0.1934,-74.7819,19.65,99,52,0.66,CO,1674385314
316,narasannapeta,18.4167,84.05,26.2,48,4,5.21,IN,1674385315
317,qaqortoq,60.7167,-46.0333,-14.3,61,11,4.95,GL,1674385316
318,tamandare,-8.7597,-35.1047,27.66,63,14,2.57,BR,1674385316
319,flin flon,54.7682,-101.865,-8.97,95,100,2.79,CA,1674385316
320,kiunga,-6.1219,141.2906,24.15,97,100,1.09,PG,1674385316
321,niagara falls,43.1001,-79.0663,1.38,80,100,3.09,CA,1674385317
322,matagami,49.7502,-77.6328,-6.94,93,100,4.12,CA,1674385317
323,jhelum,32.9331,73.7264,18.05,32,0,1.71,PK,1674385317
324,sola,-13.8833,167.55,27.88,74,100,2.59,VU,1674385318
325,praia,14.9215,-23.5087,22.3,53,75,4.63,CV,1674385040
326,qujing,25.4833,103.7833,13.45,29,1,5.09,CN,1674385318
327,belyy yar,53.6039,91.3903,-31.06,67,12,0.0,RU,1674385318
328,vardo,70.3705,31.1107,0.99,87,100,9.86,NO,1674385318
329,bowen,-20.0167,148.2333,26.0,79,13,5.09,AU,1674385318
330,matara,5.9485,80.5353,26.7,74,98,4.4,LK,1674385319
331,satipo,-11.2522,-74.6386,20.02,99,97,0.34,PE,1674385319
332,pryozerne,45.2698,36.3303,7.4,68,89,6.26,UA,1674385319
333,norman wells,65.282,-126.8329,-16.9,97,100,1.89,CA,1674385319
334,jiuquan,39.7432,98.5174,-9.17,62,100,6.63,CN,1674385289
335,mundo nuevo,18.7,-95.5,21.65,86,0,1.19,MX,1674385319
336,visegrad,43.7847,19.2992,7.3,76,93,1.12,BA,1674385320
337,uhlove,44.8215,33.6045,11.05,51,0,2.92,UA,1674385320
338,shelburne,44.0787,-80.2041,-2.09,95,100,2.73,CA,1674385292
339,jambi,-1.6,103.6167,25.76,89,93,0.85,ID,1674385320
340,dese,11.1333,39.6333,20.38,30,16,3.94,ET,1674385321
341,boone,39.0334,-92.3335,1.55,94,100,1.61,US,1674385072
342,gradistea,44.2333,27.2167,14.5,60,100,3.58,RO,1674385321
343,santa fe,-31.6333,-60.7,26.12,79,0,1.34,AR,1674385322
344,luganville,-15.5333,167.1667,26.51,82,97,1.24,VU,1674385322
345,puerto carreno,6.189,-67.4859,23.03,74,60,3.96,CO,1674385323
